"lhs";"rhs";"support";"confidence";"lift";"count";"pname"
"13911,25456,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,28578";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,31036";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,35149";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,35149";35910;0,000118079089374063;1;3849,5;10;"Premium Lager Beer"
"13911,28155,28238,35149";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,35149,46088";35910;0,000118079089374063;1;3849,5;10;"Premium Lager Beer"
"13911,28578,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28155,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28155,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,32502";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,32502,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,31036";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28155,28238,31036";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,14385,28238,31036";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,46088";35910;0,000129886998311469;1;3849,5;11;"Premium Lager Beer"
"13911,28155,28238,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,14385,28238,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28155,31036,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,28578,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,31036,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,31036,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,31036,38555";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,31036,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,28578,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,31036,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28238,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,31036,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,28578,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,25456,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,31036,35149,47906";35910;0,000118079089374063;1;3849,5;10;"Premium Lager Beer"
"13911,28155,28238,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,35149,46088,47906";35910;0,000118079089374063;1;3849,5;10;"Premium Lager Beer"
"13911,28578,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28578,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28155,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,31036,35149,46088,47906";35910;0,000118079089374063;1;3849,5;10;"Premium Lager Beer"
"13911,28155,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,31036,47906";35910;0,000106271180436656;1;3849,5;9;"Premium Lager Beer"
"13911,28238,28578,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28155,28238,31036,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,31036,46088,47906";35910;0,000118079089374063;1;3849,5;10;"Amber Ale"
"13911,28155,28238,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28578,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28155,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,28578,35149";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,28578,31036";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,28578,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,31036,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,28578,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,28578,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28155,28238,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,31036,35149,46088";35910;0,000118079089374063;1;3849,5;10;"Amber Ale"
"13911,28155,28238,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28578,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28155,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,31036,32502,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,28578,31036,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28155,28238,31036,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,14385,28238,31036,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,28578,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,28578,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28578,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28578,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,28578,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,28578,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28238,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,28578,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,28578,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28578,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Amber Ale"
"13911,25456,28238,28578,31036,38555";35910;0,000106271180436656;1;3849,5;9;"Pinot Noir, California"
"13911,25456,28238,28578,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Crisp Hard Cider Crisp Apple"
"13911,25456,28238,31036,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Crisp Hard Cider Crisp Apple"
"13911,25456,28578,31036,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Crisp Hard Cider Crisp Apple"
"13911,28238,28578,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Sculpin IPA"
"13911,28238,28578,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,28238,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,28578,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,28238,28578,31036,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28238,28578,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28238,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28238,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28578,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28578,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28238,28578,31036,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28238,28578,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Brown Ale"
"13911,25456,28238,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28155,28238,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,31036,35149,46088,47906";35910;0,000118079089374063;1;3849,5;10;"Belgian Style Wheat Ale"
"13911,28155,28238,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28578,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28155,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28155,28238,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,31036,35149";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,31036,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28155,28238,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,31036,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28578,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,31036,35149,38555";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,31036,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,28238,28578,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,31036,35149,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,28578,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28238,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Belgian Style Wheat Ale"
"13911,25456,28578,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,28238,28578,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,28155,28238,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,35149,46088";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,35149,38555,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28578,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,28238,28578,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,35149,38555,46088";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,35149,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"13911,25456,28238,28578,31036,35149,38555,46088,47906";35910;0,000106271180436656;1;3849,5;9;"Original Belgian Wheat Beer"
"25456,35149,35910";38555;0,000129886998311469;1;2566,33333333333;11;"Original Belgian Wheat Beer"
"13911,25456,35910";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"32502,35149,35910";38555;0,000118079089374063;1;2566,33333333333;10;"Original Belgian Wheat Beer"
"28578,35149,35910";38555;0,000129886998311469;1;2566,33333333333;11;"Original Belgian Wheat Beer"
"14385,35149,35910";38555;0,000118079089374063;1;2566,33333333333;10;"Original Belgian Wheat Beer"
"13911,25456,47906";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"13911,28578,47906";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"13911,25456,35149";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"25456,28155,35149";38555;0,000153502816186282;1;2566,33333333333;13;"Original Belgian Wheat Beer"
"13911,25456,28238";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"28155,32502,35149";38555;0,000141694907248875;1;2566,33333333333;12;"Original Belgian Wheat Beer"
"28155,28578,35149";38555;0,000153502816186282;1;2566,33333333333;13;"Original Belgian Wheat Beer"
"14385,28155,35149";38555;0,000129886998311469;1;2566,33333333333;11;"Original Belgian Wheat Beer"
"13911,28238,28578";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"25456,35149,35910,47906";38555;0,000129886998311469;1;2566,33333333333;11;"Original Belgian Wheat Beer"
"13911,25456,35910,47906";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"32502,35149,35910,47906";38555;0,000118079089374063;1;2566,33333333333;10;"Original Belgian Wheat Beer"
"28578,35149,35910,47906";38555;0,000129886998311469;1;2566,33333333333;11;"Original Belgian Wheat Beer"
"14385,35149,35910,47906";38555;0,000118079089374063;1;2566,33333333333;10;"Original Belgian Wheat Beer"
"13911,28578,35910,47906";38555;0,000106271180436656;1;2566,33333333333;9;"Original Belgian Wheat Beer"
"25456,28238,35149,35910";38555;0,000118079089374063;1;2566,33333333333;10;"Original Belgian Wheat Beer"
"25456,32502,35149,35910";38555;0,000118079089374063;1;2566,33333333333;10;"Original Belgian Wheat Beer"
"25456,28578,35149,35910";38555;0,000129886998311469;1;2566,33333333333;11;"Original Belgian Wheat Beer"
